-- A B sel_fn Y Z
9513abdb 027e0885 7 00000000 1
299f2bf7 3be3bdfc 6 00000001 0
0ab50ff9 37ea98f3 9 3d5f970a 0
a480973b 9257426a 2 025cec00 0
a3093f6b 2c663de4 c af6f3fef 0
0549f4c7 2ce6cbe4 e 0440c0c4 0
89cce2a3 227f410f d abffe3af 0
a397b23e 93fa1e25 d b3ffbe3f 0
9636689c 8b21b8de 8 1d17d042 0
09ddd1fc 08fed492 a 00000277 0
86f8eaad 13713fb1 6 00000000 1
0b244511 227974b2 6 00000001 0
b213f9d7 0a4cd75a 0 bc60d131 0
3bd5d495 9bc31f84 3 bd5d4950 0
96d7813e 880d7c76 5 00000000 1
88f13d54 25c24e2e 1 632eef26 0
872c0fd1 1044646a a 0021cb03 0
1025dc40 258746bf f 00054400 0
1ec62f51 39547e2c 9 2792517d 0
b9690b38 a05f13f8 6 00000000 1
a3980133 08d8e128 9 ab40e01b 0
afd0e4f6 82845757 d afd4f7f7 0
9a68ba0b ae042ed2 b ffffe69a 0
bb7ce444 1e3556dc b fffffffb 0
3d1cd28b 9c26dad2 8 a13a0859 0
319e05d6 1ca9403d 3 c0000000 0
3ddcf13c 87bda2cb a 0007bb9e 0
39a88d4a 88e15182 1 b0c73bc8 0
82e93a72 b78a8a23 5 00000001 0
0ff21d43 8609fb49 5 00000000 1
b283ec33 81483f62 8 33cbd351 0
be1c47a4 8fb73317 2 d2000000 0
a4f681ff 2eb9b7f5 0 d3b039f4 0
80c06641 39e99c87 8 b929fac6 0
0c73a0c7 33f9dc83 5 00000001 0
87fdbdb3 b160fe3a 9 369d4389 0
bf044d6c 9af52315 4 00000000 1
35a3f30d a26e33c7 7 00000001 0
b68500a2 9a3d3db7 a 0000016d 0
b7d30a9a 95180829 3 a6153400 0
b5351908 3e61e366 4 00000001 0
2a15c8fb a0e8ac5f 4 00000000 1
32fe88d0 a536fe61 7 00000001 0
0905b937 0189e42d 7 00000000 1
b04ff65d 117d063a a 0000002c 0
05c19995 b6c69743 2 2e0ccca8 0
aee56f89 9b8b4d38 1 135a2251 0
2e88d663 1f4fc743 1 0f390f20 0
079b55a2 80b45fec c 87bf5fee 0
b8fc54f1 0d1f0b49 2 f8a9e200 0
05e95c3c 97451305 6 00000001 0
089ff26a 1512300c 3 ff26a000 0
065ce763 0018cec2 f 0018c642 0
19591153 38e107b6 b 00000065 0
34f555dc 18db609e 3 00000000 1
09c4adce 2b425ef7 e 09400cc6 0
1af6e26f bb38eb03 0 d62fcd72 0
a4618403 b9a0850c d bde1850f 0
195a536f 8556c023 9 9c0c934c 0
00ad2d38 057a6aad e 00282828 0
1da63a02 07116054 0 24b79a56 0
2e698771 11062017 9 3f6fa766 0
baa01ad4 85984578 a 000000ba 0
1d7090bf 9f7b7cbd 5 00000000 1
bce01034 9c28ec58 0 5908fc8c 0
a386ea87 b0da8b36 a 0000028e 0
3cf1d9d4 9cbffa03 a 079e3b3a 0
27d0ca5d 9bcb8288 a 0027d0ca 0
bd5170a2 3ec13e88 d bfd17eaa 0
20a5054e 9db831e7 8 bd1d34a9 0
ba2c256d 2bafffa7 3 1612b680 0
bc9a6faf 91f2de70 2 6faf0000 0
9b791f5b 1b30354f e 1b30154b 0
0abecec5 8454ba97 d 8efefed7 0
1f8acb5a b7b60700 9 a83ccc5a 0
882fe2ec aa5a653d e 880a602c 0
3cec080d 3c54b46a b 000f3b02 0
aa2feffe 9f7352a8 7 00000000 1
8df821e6 2a50f4e0 f 085020e0 0
142e6f28 b5c933d0 6 00000001 0
bf2e1970 222c907e 0 e15aa9ee 0
b02e107a ac6ff0c2 0 5c9e013c 0
9af941f3 a012d30b a 00135f28 0
9e31b3ca 0e84290b 5 00000001 0
123118f3 9e8b4bfb 2 98000000 0
ac5ed7c7 0c6e795f c ac7effdf 0
b03dd746 3cac682f 4 00000001 0
8dbd7b4c 31098fff 6 00000000 1
ac743aa6 bdee2131 0 6a625bd7 0
188b6057 90287191 2 c0ae0000 0
a7cc7315 9a0f1327 3 e6398a80 0
bf3f5932 9a71c658 e 9a314010 0
06c18968 227515b1 e 02410120 0
007917a4 0c59ac17 d 0c79bfb7 0
22d08cd3 08b5c570 b 000022d0 0
3a39ab4d 9a696b07 b 00747356 0
ad8c6b52 16f612e7 e 04840242 0
abdf4782 b4d21ca0 4 00000001 0
390b1d3b 3707b8ec 1 0203644f 0
08845a31 26d4612e c 2ed47b3f 0
15ebce63 00353ff5 0 16210e58 0
9079c4c3 9c1fbd5f 7 00000001 0
beddff9b 35e23cd6 2 e6c00000 0
04b774f4 1f06b350 1 e5b0c1a4 0
043f496d b23898d1 b 0000021f 0
b2447f11 95de32cf b ffff6488 0
bff90562 303b3606 2 fe415880 0
15ad8429 0ca722ba 5 00000000 1
32663d3f 0fc07ea2 c 3fe67fbf 0
37cbee08 19a519c8 9 2e6ef7c0 0
acace7ed 0be92e66 9 a745c98b 0
ad2d301d 102aef2c a 000ad2d3 0
03a1c214 b9dabd58 e 01808010 0
18a71794 a4952bc3 3 c538bca0 0
17d2848f 09890fb5 b 000000be 0
3faa9650 06f1a2cd 5 00000000 1
34116d3c b59c428a b 000d045b 0
ac0d2b8a b787a56a 7 00000001 0
035f0edf 1983657b 7 00000001 0
0b326a37 9908ee4e b 00002cc9 0
91d13b09 0df40195 2 61200000 0
3d87708a afda9b64 8 925debee 0
198e2546 3c33c24d 2 c4a8c000 0
236c3d30 3c83615d a 00000001 0
2db828fc 17a2c0f3 8 3a1ae80f 0
2dccfe14 98e0a95f a 00000000 1
10b073c8 a32c2442 4 00000000 1
98c189c6 9c7d0b4c b fff98c18 0
11b64c31 9d4f4cd9 3 62000000 0
85b4ffe8 33ec275e d b7fcfffe 0
979bd112 299f74b5 2 22400000 0
30a5de27 b1b5d003 8 81100e24 0
2ad0f008 99be4b14 5 00000000 1
014d7ea3 9501d144 d 954dffe7 0
88b581c4 19e17f3d d 99f5fffd 0
04f7c1e3 bacf7d23 9 be38bcc0 0
34c20916 0626ac25 6 00000000 1
39126998 12210ca2 8 2b33653a 0
81a58e01 9611fbea c 97b5ffeb 0
808c32e6 222d6b7c 4 00000001 0
1538884b a2aaf59b 5 00000000 1
2f425dec a337b8bd f 230218ac 0
1d9f5535 99e108c2 6 00000001 0
0ed1d5b8 bf7038b1 5 00000000 1
34b15a65 3ee961b0 0 739abc15 0
a75466f6 b0ab34e4 1 f6a93212 0
b0514c27 ab742e7c 2 70000000 0
b49734f4 8296e52a a 002d25cd 0
82f91f94 a8b79028 1 da418f6c 0
0d90b3d5 2e8908f0 6 00000001 0
bf75113f 316d4c7b 2 f8000000 0
a7f0ac06 b6ba623b 3 30000000 0
3549e76f 06f64466 b 00d5279d 0
94c27e53 02555c1c 8 9697224f 0
98fc4319 040f880e c 9cffcb1f 0
9d3f592a 2a6bdc92 9 b75485b8 0
2c05fd17 0685ecd1 5 00000000 1
10109ef9 91762607 8 8166b8fe 0
03dc454a af881ae6 b 000f7115 0
9f5632a2 2bb34ee6 e 0b1202a2 0
0e1a8fa9 9f5eef66 7 00000001 0
aef40a73 b6454607 f a6440203 0
a97f5f71 bd511cd8 5 00000001 0
a8c01b36 a5ad28de 4 00000000 1
07fb42ea 97c7779e 3 80000000 0
214bb427 39b9ecb1 1 e791c776 0
b5d0e282 3ab824d4 e 30902080 0
942691f2 8dc91640 1 065d7bb2 0
bc3ef42e 8ba74182 5 00000000 1
89949211 0fba03a6 a 02265248 0
8bec404f 9286dd26 d 9beedd6f 0
19d6d91b 2ea6b25b 2 d8000000 0
93e03f89 9e011e0c d 9fe13f8d 0
833e3de1 3407ff9f 2 80000000 0
0d6ac157 afc466ec e 0d404044 0
30683072 3e9533b6 d 3efd33f6 0
3c19913a 1a852cc0 b 3c19913a 0
2320ef58 25cdc8bc 4 00000001 0
9250c4d4 bfa028d8 7 00000001 0
8682fead 0faf5bfa d 8fafffff 0
3fe54f55 2d49868c d 3fedcfdd 0
38154bdf 9fcea509 f 18040109 0
0f9c36ff 0874e527 e 08142427 0
abc30633 879ab81e 8 2c59be2d 0
8b1967af b6a055dd 5 00000001 0
b1a7476a 0b33d152 a 00002c69 0
8a7229a6 2befb2e2 b e29c8a69 0
9ec48118 2ce67cd1 4 00000001 0
85264e0f 210a1803 e 01020803 0
b2f0128c 0af7b428 e 02f01008 0
15ef3af1 0a55b654 9 1fba8ca5 0
96424058 38068b2d a 0004b212 0
1175b692 3f5183c7 1 d22432cb 0
3788d1db 9df8d734 0 d581a90f 0
b991b671 1cea34cb 3 8db38800 0
3b5faa58 b5f5e999 a 0000001d 0
2367985f 18bd5149 2 cf30be00 0
10a11a86 35a412bc d 35a51abe 0
3e4a1c6a bd73df93 c bf7bdffb 0
2b10349a aa6fbcff 1 80a0779b 0
33f0c48d 2965df20 0 5d56a3ad 0
2037f034 bf449773 a 00000406 0
80297b63 30e4f230 f 00207220 0
3499b4bf 3fd10e2f 7 00000001 0
86d81d52 bcaef0ad d befefdff 0
986c4020 3df14286 a 0261b100 0
02acc7eb 2b1effdc 8 29b23837 0
2b3ca4c3 b2966794 c bbbee7d7 0
0d96396d a7da01c0 a 0d96396d 0
a4f91572 331967e3 2 27c8ab90 0
25ad9ead a1d88c41 3 4b5b3d5a 0
80f9b675 86771716 4 00000001 0
15d17fd5 0abe6b6e 6 00000000 1
04c682e1 33b4fecc b 00004c68 0
b8ef1cb7 a4a74b77 3 5b800000 0
80775234 3326204e 1 4d5131e6 0
117c87a3 9c9e5631 8 8de2d192 0
39a37d87 a8115c9d 6 00000001 0
0c4cba06 901fa540 5 00000000 1
9c085cf1 96af2af1 2 b9e20000 0
a695c83d ab1c3541 b d34ae41e 0
1417a504 143fe9da 6 00000001 0
3a865257 92205783 6 00000001 0
27d1e162 1b747977 a 0000004f 0
948365c5 1153c732 9 85d0a2f7 0
815f34d6 2722fd7d 9 a67dc9ab 0
8cafc82a 1535d407 2 57e41500 0
b510f883 1fcbb40b 2 87c41800 0
9d1225c1 8d0b57d0 b ffff9d12 0
217a1af8 ae1cca7d 7 00000001 0
343eee17 091fb572 f 001ea412 0
24808d52 0d3e93b8 1 1741f99a 0
3f14580b 380e3f37 0 77229742 0
0b676fb9 ab5c8ba2 f 0b440ba0 0
b9b82255 9e796781 9 27c145d4 0
25e157cc ad6839d1 b 000012f0 0
b09dbffc 8ba05a37 c bbbdffff 0
8578cadf 2ccf5989 f 04484889 0
1dffc888 ab7c5e89 e 097c4888 0
ba9aab23 2a6f3fa1 9 90f59482 0
a6e349d5 b413f7e6 3 b8d27540 0
97c8b1fd 21a956f3 4 00000001 0
0c430dcb 8fea7a2e c 8feb7fef 0
b187f342 892a4a54 9 38adb916 0
19b9186e 9a81f886 5 00000000 1
3ed11c12 8c969f52 2 70480000 0
9a8b22fe 0e0f6f63 a 1351645f 0
31d7fd83 8ad8af25 7 00000001 0
10af3722 2a9c199a b 00000004 0
2421c662 108aa396 4 00000000 1
36e75951 aeeb55a2 4 00000000 1
8b1668ae 0482f3ca b ffe2c59a 0
a7cffbf9 baa82b44 3 7cffbf90 0
a333d699 b62b6134 6 00000001 0
3f3ccd11 a774336c b 0003f3cc 0
a0515836 19f7b71d 3 c0000000 0
19fee618 1b90aae2 9 026e4cfa 0
0062861e a7df9f79 1 5882e6a5 0
a1b48ab3 94ffa604 c b5ffaeb7 0
a45f46b0 aa6b4e0c 2 f46b0000 0
bef60467 b71e7ee8 6 00000000 1
1801d2b5 827f1f0e 8 9a7ecdbb 0
03c95a1f 86c78068 f 02c10008 0
3d441394 1cb320c3 a 07a88272 0
8ae4b081 024cd000 d 8aecf081 0
ab8f7059 389ee7cb 3 7b82c800 0
8df59c3e 2a8f7d91 3 387c0000 0
04b8a838 99271417 7 00000001 0
bdaba9e0 a9c13b60 3 bdaba9e0 0
930ef858 a67ea0c0 9 35705898 0
1a00e6c6 926961ec 7 00000001 0
bbced009 1f1c0b36 d bfdedb3f 0
8fbcdd4a be5eda6c e 8e1cd848 0
387b91b0 14999e81 1 23e1f32f 0
a1eeca45 a9a02818 c a9eeea5d 0
27b9200c 84054d8d 3 24018000 0
8a98e476 87ff5b8d 1 029988e9 0
23608eaa 06d093b3 b 0000046c 0
2d8c6e6d 8eba14e2 9 a3367a8f 0
2db08996 8a2e5cfa 1 a3822c9c 0
9aed0a04 04462850 7 00000000 1
3a8e3bb4 163b8fd4 b 000003a8 0
9c9e709f a89e4e7e f 889e401e 0
a3fa7447 1d1c8834 7 00000000 1
0a50dd9c b79954c3 e 02105480 0
01ef5b84 b395b84f 7 00000001 0
0baf30ba 2cdd5307 e 088d1002 0
2e0cfb4d 218d4577 f 200c4145 0
2ea52464 1634540c 6 00000000 1
ba800c6a 104ae7c0 2 ba800c6a 0
b17cf825 2d156a3a 7 00000000 1
99d6a9d7 270fa174 4 00000001 0
bd10b1a8 2b61ae4b a 0017a216 0
2a6412f6 0c279f84 8 26438d72 0
b306a71a 21786e6f 4 00000001 0
942652d7 29484e78 3 d7000000 0
8e9f73c5 84cd33b2 e 848d3380 0
b31c45cb a5a67785 c b7be77cf 0
8c3cd436 067288d8 4 00000001 0
aa2c5ffc aeca9fdb 2 e0000000 0
047ec157 07fde8e3 9 038329b4 0
bbdb16c3 0adb7844 f 0adb1040 0
8b4b0a3e 0371bcfd b fffffffc 0
2e2433ef b3997dab f 220031ab 0
99deb2a3 b7e6a889 4 00000001 0
15fe7544 09068b28 3 fe754400 0
bc8a9034 b0c75f78 9 0c4dcf4c 0
b519fbcd 2d431c9a b ffffffed 0
116c9347 90a3363a 3 1c000000 0
a1a185e1 38bf6d06 0 da60f2e7 0
850d679b b2b353ed a 0004286b 0
83ce8be6 16a20625 7 00000000 1
8c723820 bf483e8c 4 00000001 0
9855eb35 a4c0cef0 4 00000001 0
89cd6d06 3f85ae4d e 09852c04 0
20c0a3b4 1138bd07 f 0000a104 0
b994c57c 9bdb8076 6 00000000 1
83f71bfc 095b1142 1 7a9c0aba 0
2178c6e8 86e7934c 9 a79f55a4 0
a14fb51f 0a3009dd 5 00000001 0
2931b182 2b6b1bea b 000a4c6c 0
87a30273 aa8144eb 2 18139800 0
aee40e97 10417420 d bee57eb7 0
a8038aef 30f63c1b f 2002080b 0
355c8ede 1041c1b0 0 459e508e 0
80cde0f2 9e72def9 f 8040c0f0 0
a2135fa1 063c817d 6 00000000 1
a9f36a92 ad7aeb2f 4 00000001 0
8b7eebb1 2e3c4086 c af7eebb7 0
267937c8 0b0f4a69 3 f26f9000 0
3dea3954 057071cd 6 00000000 1
31488d10 a40e83f3 4 00000000 1
0592d0b7 29412b75 7 00000001 0
ac892856 b3c1442d b fffd6449 0
a07b5e88 a42176b4 2 e8800000 0
b2e78b4b 34e1ae59 7 00000000 1
a1052cba 03d79576 d a3d7bdfe 0
113c116f 160cad7e 0 2748beed 0
2bf41fb0 892b7dc3 d abff7ff3 0
2d35997c 8520d751 8 a8154e2d 0
01303838 83da1e45 3 26070700 0
1abf60f0 32bdc063 7 00000001 0
8e2b3b21 8806187c 4 00000000 1
25fdadea bfb16aff 2 00000000 1
8b7b1d50 a34e4c85 9 283551d5 0
aae3d69b 01b55282 7 00000000 1
84d03fa1 17ec2787 9 933c1826 0
bd756eed 1b938b1b a 00000017 0
8b17eff3 b35c7116 0 3e746109 0
2ef73439 2e581226 c 2eff363f 0
9c361d33 1c1f2533 3 e9980000 0
2c668423 15ddcda8 d 3dffcdab 0
aa60c248 b7610fb3 d bf61cffb 0
11b796f0 1a9de992 b 0000046d 0
06c6d022 934fab30 5 00000000 1
a371a6f1 ad59cfd9 c af79eff9 0
afd6e160 9e2a08d0 f 8e020040 0
356af5e1 06bbf485 5 00000000 1
0b09d24c 24218f8b d 2f29dfcf 0
21768e3e 0dc5a940 6 00000000 1
8cbf861b 1f4480b2 e 0c048012 0
9c128206 9b76340e 0 3788b614 0
a659beb1 1cd3b4ea 0 c32d739b 0
b718916b 38af0b39 6 00000000 1
2b63865a 2278bfd0 5 00000000 1
03c5e34b b50c6c92 3 8d2c0000 0
a22d533b 9c046a09 5 00000000 1
8d651e96 99f29896 e 89601896 0
0aebd266 375d886a 0 42495ad0 0
1d220eeb 2cc75a1b 1 f05ab4d0 0
3a06bcd0 b897f474 f 3806b450 0
25996010 95d9418c 2 96010000 0
96dfcaa1 830f1d67 8 15d0d7c6 0
21e5b30e 3f2826e3 9 1ecd95ed 0
90025996 9ebfa287 e 90020086 0
28092d1c 3ed72fde 8 16de02c2 0
0843396c 2a04f674 e 08003064 0
31a473a0 8cb55021 c bdb573a1 0
8e035d86 b81f00a4 8 361c5d22 0
b82421e9 80e88f48 0 390cb131 0
3e55fd58 1c05dd5a 7 00000000 1
3a9af474 13686513 f 12086410 0
b1838534 95100db4 3 53400000 0
a39d7ad3 b090be2e 0 542e3901 0
1cee2f90 884270a0 7 00000001 0
14a9ec99 9ebd4c4c 3 9ec99000 0
200042dd 2d0d0ae0 7 00000001 0
22ad0ed6 8b76b286 2 ab43b580 0
9e7ad286 9f874762 0 3e0219e8 0
94663efc 0c5efb40 1 880743bc 0
020711b2 ac32c290 1 55d44f22 0
bf7d0553 18a59f03 0 d822a456 0
279e54dd 2a933270 d 2f9f76fd 0
bc55543f a3764c0d b fffde2aa 0
02e7db64 a3e8e2a5 a 00173edb 0
9aa9a307 b667a483 f 9221a003 0
8a6d7497 1a8fd6ab a 00114dae 0
123c31d9 1c985d8c 0 2ed48f65 0
32fc9bf0 14a645f3 a 0000065f 0
22e84a48 03c71bbb a 00000004 0
874f4e7f 99a49c9d 6 00000001 0
3e9b0a70 1852a998 e 18120810 0
2a9e2fad 26d94902 7 00000000 1
35cf8a82 b3a9c322 2 d73e2a08 0
397725da 01af3157 b 00000072 0
bc41c373 a25b3d9e e a0410112 0
2bad7793 08eb8606 2 eb5de4c0 0
3fbd5af2 37905d1b 4 00000000 1
3d07304a bf16948f c bf17b4cf 0
3e032bfb 3f5d4166 b 00f80caf 0
1fc2bfce 0869941b 3 70000000 0
90d9dca2 8ff40a66 a 02436772 0
bcca7202 05c56ffa 1 b7050208 0
108ee0e4 2367b820 3 108ee0e4 0
b0fc9483 9c46a5c6 3 3f2520c0 0
3d3fbfa5 3045ecc9 5 00000000 1
b595f630 1e3ab3e8 f 1410b220 0
1e651a27 8efb27b2 3 689c0000 0
1b6cf0e1 3645a2a9 a 000db678 0
be422794 84895dfa 9 3acb7a6e 0
9d44efa8 b0c4b51e b fffffffe 0
1bed5d7a 30b81241 d 3bfd5f7b 0
b527f46c 917c1886 b fed49fd1 0
aad2ab48 069646d0 a 0000aad2 0
bb558dcd 94d447f8 0 5029d5c5 0
01abd22b 09acedfd b 00000000 1
0aef8a86 13fb1f77 c 1bff9ff7 0
bd064bda 30f562ab 7 00000000 1
212c11c5 0a7294bf e 00201085 0
9a98b239 32418732 9 a8d9350b 0
0f86303f b9938d6b a 0001f0c6 0
babcfed8 3d5bfb21 5 00000001 0
8feaefde 23d8a147 6 00000000 1
8c9414b4 bdca788d f 8c801084 0
3b97445e 9dbb14e4 d bfbf54fe 0
3765a7ca bccd67ea f 344527ca 0
39f2093b 85254bcd 3 41276000 0
a0fe8d58 9ab1a5ab d baffadfb 0
1c490db0 9a95aaf0 7 00000001 0
84e69ce5 b757df0e b fffe139a 0
ae0249c3 8030b311 b ffffd701 0
336cdd65 ad4863e8 b 00336cdd 0
2e6a6390 1317d066 2 9a98e400 0
89a1130e 2172614d e 0120010c 0
19f2364b b285c7af 6 00000001 0
0c7eb1c1 0331bd66 0 0fb06f27 0
043d24b7 1e4e1a62 a 010f492d 0
91998d12 14f8cecf 4 00000001 0
b3143702 ab7582c3 d bb75b7c3 0
0ed62a50 1d73fa5b 2 80000000 0
13e8e846 a9c49603 8 ba2c7e45 0
90bc2a24 1bcd700d 9 8b715a29 0
32302a1e 004efdbc 7 00000000 1
bc2b2693 2f23dca0 f 2c230480 0
2c861511 0909e363 1 237c31ae 0
ac42ef97 ba147f00 d be56ff97 0
b1230ac5 14b2e781 0 c5d5f246 0
38831380 8eb43977 a 00000071 0
afcdcb2e 885823d7 f 88480306 0
813be9dd 0612fc88 7 00000000 1
181bb83e bd0c92c2 b 0606ee0f 0
9186b6a2 b7e45d9d 8 2662eb3f 0
0e64cbbf 38581769 d 3e7cdfff 0
be2fc0c0 3babde1f 7 00000000 1
a87a2959 812619a1 9 295c30f8 0
aff83271 9c4b6791 b ffffd7fc 0
24cd4afc 890a0593 8 adc74f6f 0
85e69ae0 19805fbe 1 6c663b22 0
134d981c 24de5282 9 3793ca9e 0
39483ff4 20890423 0 59d14417 0
36f25884 29ca4d3e 5 00000000 1
b1506c6d 35aa8610 7 00000000 1
297071af bcff122f 2 38d78000 0
874cd995 0413b940 5 00000001 0
2855c9e4 0475b7fb d 2c75ffff 0
a6870d26 981e1cd6 7 00000000 1
9348968a 36347730 f 12001600 0
3c16d343 11a32afc e 10020240 0
2ee15369 09b36c80 0 3894bfe9 0
1af7b192 88a53d9a 5 00000000 1
9e24b6dd 141fba69 b ffcf125b 0
17e89bcf 964306e0 a 17e89bcf 0
9e4fbb23 a4561c65 8 3a19a746 0
36a7237d 1e7e2a98 b 00000036 0
0d39d740 0e9140f5 d 0fb9d7f5 0
974ba380 3cfd0176 0 d448a4f6 0
0a3fd23a 09e84920 c 0bffdb3a 0
ae9955b6 bf9a89e9 0 6e33df9f 0
bc41c99c 92dbeb43 4 00000000 1
bf46a3f8 8d299213 e 8d008210 0
9cde2075 be4a3c3f 9 22941c4a 0
0c552f08 9d7cccf2 6 00000001 0
81b82659 8f4a5d6f 6 00000001 0
1db3454c a95bd8e5 3 b668a980 0
a0356e08 00800ee5 c a0b56eed 0
388ba876 1db4500c 7 00000000 1
9eba91c9 0eb83ce2 6 00000000 1
a3b45c5f 8cf05b3c c aff45f7f 0
181c179e 36925c87 2 0e0bcf00 0
3edf1abb bbfefe75 0 fade1930 0
aa84d9d5 8a459f2d 4 00000000 1
204b3e7f 263c021d d 267f3e7f 0
aac358a7 8e94fce8 4 00000000 1
20c75702 14040677 f 00040602 0
878e37e6 b72d2623 a 10f1c6fc 0
810f6643 8b5a0705 2 21ecc860 0
35e1f7e4 aacfe153 c bfeff7f7 0
2d9766e2 a0b4e9d7 a 0000005b 0
904a4317 b6bc0535 3 62e00000 0
9f02e5a3 27983afa 5 00000001 0
8e848230 8f017118 d 8f85f338 0
b5a58f9c 1f487681 1 965d191b 0
0983de99 2e64ec13 e 0800cc11 0
bd88e159 9f8553d9 1 1e038d80 0
897e7f91 a4c70149 2 fcff2200 0
0e907499 a3d97371 6 00000001 0
085d3066 adf81280 4 00000000 1
017b9178 09a12bdb 7 00000001 0
8a6fce7e 0d2243b5 5 00000001 0
bea3751e 8da60de4 b fbea3751 0
19edec2a 29fa6176 6 00000001 0
0663034b 39a89f68 0 400ba2b3 0
377c1173 951ec925 3 ef822e60 0
055ea152 28eed2c1 c 2dfef3d3 0
1a7dfe6e 3017757b a 00000003 0
97c99870 3c847521 3 2f9330e0 0
0f93dab3 039772d7 d 0f97faf7 0
971e6273 2c704042 d bf7e6273 0
0a67e406 1bbb7642 6 00000001 0
b4b3ff34 02d67c28 8 b665831c 0
0160825d 161eef38 3 5d000000 0
81db3255 a084bbe7 5 00000001 0
0e93b9be b0c77f86 d bed7ffbe 0
23332031 9827ccb2 d bb37ecb3 0
80d952b2 a3019de6 c a3d9dff6 0
9116fe1b 1de0f89c b fffffff9 0
aa975041 22679723 a 1552ea08 0
3a203d27 24b8d6d0 7 00000000 1
3969f6a6 b67176e6 8 8f188040 0
a6dd9039 b1f2192a 1 f4eb770f 0
a272504a 2c096c77 c ae7b7c7f 0
a6eebd18 17ebab7a d b7efbf7a 0
1ac456a5 20c4d121 9 3a008784 0
1fef1daa 16dc9adb 0 36cbb885 0
91ed3b0e 82715cf8 1 0f7bde16 0
95a261a8 3955abdd 0 cef80d85 0
1e4fcfa7 0be22425 e 0a420425 0
b901d26e 0d195472 3 49b80000 0
a796d2e8 02f07a16 5 00000001 0
00e6e1b3 3e6b0ae6 e 006200a2 0
0332f076 8dc4a11a 2 d8000000 0
8b2b7947 04b2954a 7 00000000 1
91633846 a6bb0c52 b ffffe458 0
1044252f a2cd4d0f 8 b2896820 0
1f04a93f 8e20bf03 5 00000000 1
15649ab5 a425b0cd 1 713ee9e8 0
88e846d5 a05fcfa0 d a8ffcff5 0
8a761e44 213a3269 0 abb050ad 0
011b1958 352a1636 a 00000004 0
a931af2f 9adc0218 1 0e55ad17 0
0d3cfee9 a95be4fa 1 63e119ef 0
81e27baa 0b18b6eb 8 8afacd41 0
06766751 397ba71e 1 ccfac033 0
306640a4 8d4db3ec 7 00000001 0
3876872f 25cfb546 c 3dffb76f 0
012bb043 1ca714fa 8 1d8ca4b9 0
9c4fcf3d 831d6830 5 00000000 1
a20a9731 88bc58d8 4 00000000 1
bec81296 245a416a b ffefb204 0
1dec0bfa 8bcaf638 f 09c80238 0
8f49d342 39a6372b 7 00000000 1
1c664d24 0c919fa5 3 8cc9a480 0
853db67b 20081bad f 00081229 0
3786e1db 2f7abe92 d 3ffeffdb 0
253bba5f 33890995 c 37bbbbdf 0
ba206632 175f3002 8 ad7f5630 0
9e1d7d13 8a700650 9 146d7b43 0
88217773 3dd11d84 f 08011500 0
1fa0497e 9c74f872 4 00000000 1
988945f5 857afb71 9 1df3be84 0
18e2401e 83e4736d 7 00000001 0
0db8b96a beb751b0 b 00000db8 0
a4a462ba 08db8347 d acffe3ff 0
a4fea1a9 af3c0e72 a 0000293f 0
b3dd97ca 87c9e210 d b7ddf7da 0
b155f15e 3133ca9f d b177fbdf 0
acd3f6f2 0c9c264f 8 a04fd0bd 0
a7734927 94dd2dee e 84510926 0
9d7369e6 33105495 7 00000000 1
b2657903 815914d6 2 40c00000 0
b368f58e 8ac39ffc a 0000000b 0
2013e322 85f44ce6 c a5f7efe6 0
12f66548 aac4dc41 e 02c44440 0
3c2ca678 8cd3bc1d 4 00000000 1
0738a691 947581b0 5 00000000 1
2e0c78a1 1296a65c e 02042000 0
8b297580 08caf624 8 83e383a4 0
2b61eded 9416900c 6 00000001 0
ba431ae0 0cf2e7bd 7 00000000 1
156febbd b4128782 1 615d643b 0
3a5c7abf 94b0352d 5 00000000 1
29de7473 962c76d6 1 93b1fd9d 0
0dde1ed1 a8bbf49c 3 10000000 0
1a3d359c 3b4f9622 9 2172a3be 0
9e27d202 2ea4f58f 7 00000000 1
a6769023 b520ba5a e a4209002 0
99865af7 bddb6b6a e 99824a62 0
068507ad b2cb9f4d 3 a0f5a000 0
9ecf7982 b28e9554 1 ec40e42e 0
8ef27172 a1137b68 6 00000001 0
0a4b8f2d bb4985a8 d bb4b8fad 0
11b12c26 8239ba48 0 93eae66e 0
343bdd61 3940ee3f 3 80000000 0
921df1d3 a7e1b750 7 00000001 0
38e013e1 3d72e033 d 3df2f3f3 0
bee8c1bb 81becbb3 f 80a8c1b3 0
1c9a188d bdd28ce8 4 00000000 1
9003438f 27778bb1 9 b774c83e 0
b4448da3 15dd9b81 2 68891b46 0
a895aea1 8ad0b4fc a 0000000a 0
129b35f9 8d13e112 1 858754e7 0
be41fee2 00bd2480 1 bd84da62 0
3f17feee 3bf08b1f 4 00000000 1
0f0f66c3 b4b43c04 5 00000000 1
11503dfd 8523634f 5 00000000 1
267ec857 09238057 3 2b800000 0
9d84a435 3cd89068 7 00000000 1
2059e143 8a9af70f 3 f0a18000 0
13a81c0a 8b246bd8 a 00000013 0
05008c65 98d2f700 e 00008400 0
b1cec631 a08e7c87 a 01639d8c 0
0f11d935 a95fc8f1 a 00000788 0
9d8fa892 bd16b6a6 f 9d06a082 0
2d628c4a 3379ae42 4 00000001 0
8582ee6a 99fc95af 2 77350000 0
2e6eb597 92e7b977 a 0000005c 0
